,grp,variable,value
2831,8_6,11_5,0.018615734368738587
2832,8_6,11_6,0.009424870440032068
2833,8_6,8_1,0.008464664619749039
2834,8_6,8_2,0.03783933531726003
2835,8_6,8_3,0.03590284731260453
2836,8_6,8_4,0.016944166361806557
2837,8_6,8_5,0.029506435423993067
2838,8_6,8_6,1.0
2839,8_6,7_1,0.01101486667907458
2840,8_6,7_2,0.007093193656189187
2841,8_6,7_3,0.004128102505180364
2842,8_6,7_4,0.008382989327508954
2843,8_6,7_5,0.02394268075436833
2844,8_6,7_6,0.013677847225377618
2845,8_6,7_7,0.03107421878568278
2846,8_6,7_8,0.037644080789567116
2847,8_6,7_9,0.028110725734757935
2848,8_6,7_10,0.005884804381788688
2849,8_6,7_11,0.033927891210792746
2850,8_6,10_1,0.02640306864792173
2851,8_6,10_2,0.05395082400159218
2852,8_6,10_3,0.051436323845660645
2853,8_6,10_4,0.06013638124686199
2854,8_6,10_5,0.038977882763861715
2855,8_6,10_6,0.05502382634304478
2856,8_6,12_1,0.0031160956218425264
2857,8_6,12_2,3.714939210664926e-05
2858,8_6,12_3,0.022641529925407026
2859,8_6,12_4,0.02939002638932411
2860,8_6,6_1,0.03977157570001075
2861,8_6,6_2,0.034610037392774434
2862,8_6,6_3,0.009724313213694954
2863,8_6,6_4,0.006460863475686341
2864,8_6,6_5,0.05682994886619891
2865,8_6,6_6,0.06797892561252183
2866,8_6,6_7,0.033104776604753326
2867,8_6,6_8,0.02540154070022755
2868,8_6,9_1,0.003866448405325744
2869,8_6,9_2,0.008030743301673403
2870,8_6,9_3,0.014443186822122592
2871,8_6,9_4,0.01897375536879345
2872,8_6,9_5,0.021278474767206554
2873,8_6,9_6,0.013482610600486968
2874,8_6,9_7,0.02045415291194887
2875,8_6,9_8,0.1214818340149376
2876,8_6,9_9,0.028560487617375705
2877,8_6,9_10,0.042651817353243054
2878,8_6,9_11,0.11873469091698903
2879,8_6,9_12,0.07136768094471108
2880,8_6,9_13,0.06553003310597814
2881,8_6,2_1,0.000627355763637082
2882,8_6,2_2,0.0013401542642758443
2883,8_6,2_3,3.871612320537883e-05
2884,8_6,2_4,0.0868436929634125
2885,8_6,2_5,0.00015337908173319672
2886,8_6,2_6,0.00249435343880626
2887,8_6,5_1,0.015604530959957643
2888,8_6,5_2,0.011988609361200598
2889,8_6,5_3,0.0303416520145684
2890,8_6,5_4,0.00861602116935994
2891,8_6,5_5,0.06516926014000109
2892,8_6,5_6,0.04338441802716662
2893,8_6,5_7,0.03897045243251359
2894,8_6,5_8,0.13665768875803141
2895,8_6,5_9,0.09808141766603007
2896,8_6,5_10,0.21317161416802313
2897,8_6,5_11,0.10070232491789544
2898,8_6,5_12,0.11810753637862346
2899,8_6,5_13,0.17725610287218496
2900,8_6,5_14,0.24387028795342108
2901,8_6,3_1,0.0008482727259930823
2902,8_6,3_2,6.72594537241989e-05
2903,8_6,3_3,0.005399670141640351
2904,8_6,3_4,0.0014982545533664623
2905,8_6,3_5,0.000937658391747895
2906,8_6,3_6,1.934544943468743e-05
2907,8_6,3_7,0.0014807525262264356
2908,8_6,3_8,0.025961446406540162
2909,8_6,3_9,0.022817507517896945
2910,8_6,3_10,0.00032541523700420816
2911,8_6,3_11,0.010655791836973126
2912,8_6,3_12,0.0010026028825312946
2913,8_6,3_13,0.009441586883686875
2914,8_6,3_14,0.06583170603975724
2915,8_6,3_15,0.0626913380008138
2916,8_6,3_16,0.013932471781794036
2917,8_6,3_17,0.1042240813834345
2918,8_6,3_18,0.0006008483268344765
2919,8_6,3_19,0.0006390411453957745
2920,8_6,3_20,0.010390013987068817
2921,8_6,3_21,0.07833544521162965
2922,8_6,3_22,0.19019063495309546
2923,8_6,4_1,0.0005710588320985329
2924,8_6,4_2,0.032560816570326404
2925,8_6,4_3,3.277652934873389e-05
2926,8_6,4_4,0.0024458255897980984
2927,8_6,4_5,0.001967832567149088
2928,8_6,4_6,0.007788970596093415
2929,8_6,4_7,0.006949136799224207
2930,8_6,4_8,0.01808342682150418
2931,8_6,4_9,0.006692067202954611
2932,8_6,4_10,0.001171085417293951
2933,8_6,1_1,5.1475171432544576e-05
2934,8_6,1_2,0.00021813404729055364
2935,8_6,1_3,0.0027078194319897246
2936,8_6,1_4,0.007935921453011143
2937,8_6,1_5,0.005025778607916632
2938,8_6,1_6,0.01403969535878432
2939,8_6,1_7,0.03453551377232168
2940,8_6,1_8,0.051409260346626205
2941,8_6,1_9,0.0111687853910409
2942,8_6,1_10,9.350883617315658e-05
2943,8_6,1_11,0.0036595509424793607
2944,7_1,13_1,0.008354029745914666
2945,7_1,13_2,0.002879379663858294
2946,7_1,13_3,0.04370084473407767
2947,7_1,13_4,0.00209571273612638
2948,7_1,14_1,0.033049767588129705
2949,7_1,14_2,0.014951822465471751
2950,7_1,14_3,0.009449543560861204
2951,7_1,14_4,0.006751525142708486
2952,7_1,14_5,0.027383698990168202
2953,7_1,14_6,0.020894524885928342
2954,7_1,14_7,0.016646354115333665
2955,7_1,11_1,0.0012990663412190925
2956,7_1,11_2,0.0015787623041436177
2957,7_1,11_3,0.018008477619123234
2958,7_1,11_4,0.006751525142708313
2959,7_1,11_5,0.01995481755138753
2960,7_1,11_6,0.09597040515018965
2961,7_1,8_1,0.0019524232028959186
2962,7_1,8_2,0.02784291086293456
2963,7_1,8_3,0.0939239521513428
2964,7_1,8_4,0.02564617622356666
2965,7_1,8_5,0.07119249865463355
2966,7_1,8_6,0.11581250029121949
2967,7_1,7_1,1.0
2968,7_1,7_2,0.040905108711438605
2969,7_1,7_3,0.010058027753399328
2970,7_1,7_4,0.008614021537748867
2971,7_1,7_5,0.14748262171918297
2972,7_1,7_6,0.058635288727687855
2973,7_1,7_7,0.170466088406187
2974,7_1,7_8,0.20835028179378817
2975,7_1,7_9,0.15261142576914305
2976,7_1,7_10,0.015447587552496225
2977,7_1,7_11,0.050766466150600834
2978,7_1,10_1,0.03631878725277888
2979,7_1,10_2,0.09012607798888038
2980,7_1,10_3,0.029817551403175234
2981,7_1,10_4,0.08116888660920583
2982,7_1,10_5,0.04852246676341163
2983,7_1,10_6,0.06750521556543218
2984,7_1,12_1,0.0023269252137379055
2985,7_1,12_2,0.011797628326262124
2986,7_1,12_3,0.035764354995794306
2987,7_1,12_4,0.016909801545882522
2988,7_1,6_1,0.05373490189103556
2989,7_1,6_2,0.02258063018124407
2990,7_1,6_3,0.003871030999833641
2991,7_1,6_4,0.048331541863874845
2992,7_1,6_5,0.010305815245539945
2993,7_1,6_6,0.025475147873295145
2994,7_1,6_7,0.04037003718284731
2995,7_1,6_8,0.055722337596149446
2996,7_1,9_1,0.002514492821220365
2997,7_1,9_2,0.002702272131941751
2998,7_1,9_3,0.007859160495917727
2999,7_1,9_4,0.055064582492885455
3000,7_1,9_5,0.02293750593667874
3001,7_1,9_6,0.018776822084451295
3002,7_1,9_7,0.0076604433753868295
3003,7_1,9_8,0.12315585464527189
3004,7_1,9_9,0.02923254838361317
3005,7_1,9_10,0.024982135562278435
3006,7_1,9_11,0.059008646501549515
3007,7_1,9_12,0.029437472443401468
3008,7_1,9_13,0.062463646499836815
3009,7_1,2_1,0.01297065520561678
3010,7_1,2_2,0.017940397057954607
3011,7_1,2_3,0.010189849421345635
3012,7_1,2_4,0.006190671723383713
3013,7_1,2_5,0.004319018561420898
3014,7_1,2_6,0.02408588588716775
3015,7_1,5_1,0.058635288727687855
3016,7_1,5_2,0.0060231900800192485
3017,7_1,5_3,0.0060231900800192485
3018,7_1,5_4,0.003996435742496105
3019,7_1,5_5,0.019954817551387703
3020,7_1,5_6,0.08116888660920583
3021,7_1,5_7,0.04709467510813883
3022,7_1,5_8,0.07300642893998295
3023,7_1,5_9,0.022007663398289065
3024,7_1,5_10,0.0600390200149076
3025,7_1,5_11,0.002454572389824997
3026,7_1,5_12,0.010754147214623403
3027,7_1,5_13,0.006748075449574153
3028,7_1,5_14,0.04758262053628344
3029,7_1,3_1,0.00037012792437558567
3030,7_1,3_2,0.018738962231362687
3031,7_1,3_3,0.014951822465471751
3032,7_1,3_4,0.013026476867038648
3033,7_1,3_5,0.002514492821220365
3034,7_1,3_6,0.004781954966219675
3035,7_1,3_7,0.0055446954263905605
3036,7_1,3_8,0.08824674172050254
3037,7_1,3_9,0.02258063018124407
3038,7_1,3_10,0.0488898984519045
3039,7_1,3_11,0.020262451916964422
3040,7_1,3_12,0.019355593854148357
3041,7_1,3_13,0.0020195315727971103
3042,7_1,3_14,0.02837903931892399
3043,7_1,3_15,0.04156039684823256
3044,7_1,3_16,0.1309384528898683
3045,7_1,3_17,0.09283679955545436
3046,7_1,3_18,0.00015625494119183826
3047,7_1,3_19,0.0004984673859382548
3048,7_1,3_20,0.05264595909270797
3049,7_1,3_21,0.06598413011817127
3050,7_1,3_22,0.08818357577193546
3051,7_1,4_1,0.0006482652459853944
3052,7_1,4_2,0.059769527323674645
3053,7_1,4_3,0.02116295982256316
3054,7_1,4_4,0.04498345498439551
3055,7_1,4_5,0.0011020250930895547
3056,7_1,4_6,0.004074934024298331
3057,7_1,4_7,0.003057258074614677
3058,7_1,4_8,0.002444023200094777
3059,7_1,4_9,0.0002358325276698535
3060,7_1,4_10,0.00027051201008282844
3061,7_1,1_1,0.041767205414796844
3062,7_1,1_2,7.516949935613378e-07
3063,7_1,1_3,0.0012846440390925256
3064,7_1,1_4,0.009542753280366448
3065,7_1,1_5,0.003198656416279597
3066,7_1,1_6,0.03525961274781799
3067,7_1,1_7,0.009196749580569093
3068,7_1,1_8,0.020876560738481986
3069,7_1,1_9,0.0076180333878874355
3070,7_1,1_10,0.006390777353636532
3071,7_1,1_11,1.4790084916042712e-05
3072,7_2,13_1,0.07030841441891751
3073,7_2,13_2,0.00023438776605002313
3074,7_2,13_3,0.005414727764991299
3075,7_2,13_4,0.004448138459028579
3076,7_2,14_1,0.0006638774417808883
3077,7_2,14_2,0.002159488816074564
3078,7_2,14_3,0.05766805172806786
3079,7_2,14_4,0.021879498537722673
3080,7_2,14_5,0.04433800510249747
3081,7_2,14_6,0.09220149092858027
3082,7_2,14_7,0.028346821689573316
3083,7_2,11_1,0.01689448951786325
3084,7_2,11_2,0.014553321893987874
3085,7_2,11_3,0.028504482681927564
3086,7_2,11_4,0.00011773665506884446
3087,7_2,11_5,0.04552932250767851
3088,7_2,11_6,0.025180424990572707
3089,7_2,8_1,0.0025371050307959973
3090,7_2,8_2,4.1642951875863706e-05
3091,7_2,8_3,0.0031620746852810883
3092,7_2,8_4,1.5863084062388592e-06
3093,7_2,8_5,0.0007071216979658091
3094,7_2,8_6,0.03431857322060998
3095,7_2,7_1,0.01882299666763107
3096,7_2,7_2,1.0
3097,7_2,7_3,0.0039044143233634226
3098,7_2,7_4,0.00041794188819072216
3099,7_2,7_5,0.16205017456110896
3100,7_2,7_6,0.09311254657129649
3101,7_2,7_7,0.24578014057689912
3102,7_2,7_8,0.1264442569377644
3103,7_2,7_9,0.055901649703640366
3104,7_2,7_10,0.10811088014736975
3105,7_2,7_11,0.11419039003296524
3106,7_2,10_1,0.09375524244381375
3107,7_2,10_2,0.04151325446075011
3108,7_2,10_3,0.03876576596283401
3109,7_2,10_4,0.046386273412838464
3110,7_2,10_5,0.015648959505470694
3111,7_2,10_6,0.06978363458696271
3112,7_2,12_1,0.01021110618712099
3113,7_2,12_2,0.019238803194167424
3114,7_2,12_3,0.019766064618133926
3115,7_2,12_4,0.00039977457314000506
3116,7_2,6_1,0.06945132263719678
3117,7_2,6_2,0.08023989810168841
3118,7_2,6_3,0.025137428148996003
3119,7_2,6_4,8.472549954205625e-05
3120,7_2,6_5,0.048868461866889985
3121,7_2,6_6,0.0811340641557963
3122,7_2,6_7,0.035072680851092275
3123,7_2,6_8,0.08097158045166385
3124,7_2,9_1,0.0015489345921313319
3125,7_2,9_2,0.0495368535300195
3126,7_2,9_3,0.02432506270090578
3127,7_2,9_4,0.05581014857101577
3128,7_2,9_5,0.08111758822374597
3129,7_2,9_6,0.04338456763499957
3130,7_2,9_7,0.01981712385182144
3131,7_2,9_8,0.05106269492817843
3132,7_2,9_9,0.07498716159483074
3133,7_2,9_10,0.04293871787397216
3134,7_2,9_11,0.0854380272830851
3135,7_2,9_12,0.024248543514632858
3136,7_2,9_13,0.09447519921205859
3137,7_2,2_1,0.003277483368138506
3138,7_2,2_2,0.02144672936606114
3139,7_2,2_3,0.010330997297491323
3140,7_2,2_4,0.008572584510027969
3141,7_2,2_5,0.060671338978454774
3142,7_2,2_6,0.04923041030296841
3143,7_2,5_1,0.0317485162246369
3144,7_2,5_2,3.063644804187905e-05
3145,7_2,5_3,3.063644804187905e-05
3146,7_2,5_4,0.007313523274453632
3147,7_2,5_5,0.04552932250767851
3148,7_2,5_6,0.02582661171480733
3149,7_2,5_7,0.0006509211332290595
3150,7_2,5_8,0.030220784298026188
3151,7_2,5_9,0.020307489031151805
3152,7_2,5_10,0.05018326849386559
3153,7_2,5_11,0.0024159444235610753
3154,7_2,5_12,0.01445898360401014
3155,7_2,5_13,0.03673363144130304
3156,7_2,5_14,0.020294381673538416
3157,7_2,3_1,0.01200617483232345
3158,7_2,3_2,0.0018868044297780202
3159,7_2,3_3,0.02393171961893199
3160,7_2,3_4,0.0015489345921313319
3161,7_2,3_5,0.003005156722387441
3162,7_2,3_6,0.045719415906930606
3163,7_2,3_7,0.0066269840382210034
3164,7_2,3_8,0.03995983550115029
3165,7_2,3_9,0.025548018728949573
3166,7_2,3_10,6.889741830567587e-05
3167,7_2,3_11,0.008117509557005735
3168,7_2,3_12,0.0011527003179331223
3169,7_2,3_13,0.01861925516626176
3170,7_2,3_14,0.04802351666007934
3171,7_2,3_15,0.002296734024667837
3172,7_2,3_16,0.055215082999981575
3173,7_2,3_17,0.05299164289481343
3174,7_2,3_18,0.001172128862648309
3175,7_2,3_19,0.0028197229048499807
3176,7_2,3_20,0.01136996724866082
3177,7_2,3_21,0.08605552180840803
3178,7_2,3_22,0.025145594082914054
3179,7_2,4_1,0.008362863075353822
3180,7_2,4_2,0.00717159776919375
3181,7_2,4_3,0.009776929799444582
3182,7_2,4_4,0.000736031265307624
3183,7_2,4_5,0.0011253870683729525
3184,7_2,4_6,0.013009205085153814
3185,7_2,4_7,0.014942653149798143
3186,7_2,4_8,0.0006736881856388506
3187,7_2,4_9,0.014723999723398069
3188,7_2,4_10,0.006405964300774611
3189,7_2,1_1,0.0033418993349644565
3190,7_2,1_2,0.004493157410576061
3191,7_2,1_3,0.010238124014415477
3192,7_2,1_4,0.0008218043565876015
3193,7_2,1_5,0.0023216358103689337
3194,7_2,1_6,0.0039060643491685234
3195,7_2,1_7,0.010835713406340432
3196,7_2,1_8,0.09956730626254537
3197,7_2,1_9,0.0001415225808782245
3198,7_2,1_10,0.042565286761738735
3199,7_2,1_11,0.0022151534836270027
3200,7_3,13_1,0.0001487083485048258
3201,7_3,13_2,0.000570120047312541
3202,7_3,13_3,0.0036917675038628606
3203,7_3,13_4,0.002910026542430799
3204,7_3,14_1,0.0006811251873251401
3205,7_3,14_2,0.0015357017760454553
3206,7_3,14_3,0.012527889300950763
3207,7_3,14_4,0.0028417759902537552
3208,7_3,14_5,0.007760764314306373
3209,7_3,14_6,0.0008239129976973825
3210,7_3,14_7,0.002809346768890889
3211,7_3,11_1,0.014042365549165391
3212,7_3,11_2,0.0026643820279996923
3213,7_3,11_3,0.002050281278462288
3214,7_3,11_4,0.009002941709349252
3215,7_3,11_5,0.0006646721592395764
3216,7_3,11_6,0.000157437741766688
3217,7_3,8_1,0.0023940203679968766
3218,7_3,8_2,0.00799486297195146
3219,7_3,8_3,0.00753328416296579
3220,7_3,8_4,0.05881449508803783
3221,7_3,8_5,0.03216717978706951
3222,7_3,8_6,0.018129312674243808
3223,7_3,7_1,0.0042011433761440535
3224,7_3,7_2,0.003544046054492258
3225,7_3,7_3,1.0
3226,7_3,7_4,0.00018088747554336287
3227,7_3,7_5,0.02877565547493339
3228,7_3,7_6,0.049307461212998845
3229,7_3,7_7,0.012456255425341118
3230,7_3,7_8,0.0492051295803427
3231,7_3,7_9,0.26572034612129847
3232,7_3,7_10,0.002343153121614428
3233,7_3,7_11,0.002769633957307625
3234,7_3,10_1,0.004727161964305998
3235,7_3,10_2,0.0160490591570903
3236,7_3,10_3,0.02178203063937897
3237,7_3,10_4,0.007100378023665839
3238,7_3,10_5,0.011242776455713486
3239,7_3,10_6,0.0038157203223316716
3240,7_3,12_1,0.018437197491861984
3241,7_3,12_2,0.0007488818356515579
3242,7_3,12_3,0.00487636743181228
3243,7_3,12_4,0.131826444323012
3244,7_3,6_1,5.722649621865356e-05
3245,7_3,6_2,0.005405710129871115
3246,7_3,6_3,0.005241663379044221
3247,7_3,6_4,0.0009424540338751329
3248,7_3,6_5,0.02098596143192037
3249,7_3,6_6,0.01785230081171122
3250,7_3,6_7,0.0009357515004462309
3251,7_3,6_8,0.001610805318710504
3252,7_3,9_1,0.00308325243482159
3253,7_3,9_2,0.000836704139582215
3254,7_3,9_3,0.010448896475190941
3255,7_3,9_4,3.117903455152084e-05
3256,7_3,9_5,0.00015217771146644986
3257,7_3,9_6,0.0036917675038628606
3258,7_3,9_7,0.003228023508925409
3259,7_3,9_8,0.0008997049637520506
3260,7_3,9_9,0.014064210284228131
3261,7_3,9_10,0.005954394585843968
3262,7_3,9_11,0.00982840411448195
3263,7_3,9_12,0.0033872131192707123
3264,7_3,9_13,0.003017056556809426
3265,7_3,2_1,0.004081665282468292
3266,7_3,2_2,0.0001679729183324485
3267,7_3,2_3,0.0014223022386494664
3268,7_3,2_4,0.0049518936277324396
3269,7_3,2_5,0.013746343921980582
3270,7_3,2_6,0.00015522701698618212
3271,7_3,5_1,0.0023351066393087934
3272,7_3,5_2,0.0012119368474454988
3273,7_3,5_3,0.0012119368474454988
3274,7_3,5_4,0.011916670871583318
3275,7_3,5_5,0.0006646721592395764
3276,7_3,5_6,0.007100378023665839
3277,7_3,5_7,0.005605645878361256
3278,7_3,5_8,9.413666994641304e-05
3279,7_3,5_9,4.0406816774698676e-05
3280,7_3,5_10,0.005684130350721205
3281,7_3,5_11,0.0010803583315589487
3282,7_3,5_12,0.0351883710167639
3283,7_3,5_13,2.5932597126846167e-07
3284,7_3,5_14,0.03253840696293651
3285,7_3,3_1,0.00045382902954403415
3286,7_3,3_2,0.001935831010248966
3287,7_3,3_3,0.019774911913044157
3288,7_3,3_4,0.02943633469515704
3289,7_3,3_5,0.007410176921700182
3290,7_3,3_6,4.1412472659751604e-07
3291,7_3,3_7,0.0016167821664137899
3292,7_3,3_8,0.022089172034082696
3293,7_3,3_9,0.00017586787873302858
3294,7_3,3_10,0.005081857692366617
3295,7_3,3_11,0.37446687611109086
3296,7_3,3_12,0.009546504357865067
3297,7_3,3_13,0.002809346768890889
3298,7_3,3_14,0.01345454826771404
3299,7_3,3_15,0.020003172508418966
3300,7_3,3_16,0.007224161616465798
3301,7_3,3_17,0.024272631655814145
3302,7_3,3_18,0.0023370105112234343
3303,7_3,3_19,0.0004901133975064726
3304,7_3,3_20,0.00740034815009623
3305,7_3,3_21,0.003792516892419661
3306,7_3,3_22,0.13592289207444788
3307,7_3,4_1,0.006955816271771861
3308,7_3,4_2,0.010101836970465312
3309,7_3,4_3,0.0005299348213141909
3310,7_3,4_4,0.0015411388532373057
3311,7_3,4_5,0.00041695830162906123
3312,7_3,4_6,0.015911511001748466
3313,7_3,4_7,0.002306985599768152
3314,7_3,4_8,0.007387975605372619
3315,7_3,4_9,8.398699853530242e-05
3316,7_3,4_10,0.00259376329450854
3317,7_3,1_1,0.0007488818356515579
3318,7_3,1_2,0.14637702617548234
3319,7_3,1_3,0.2156491429607344
3320,7_3,1_4,0.06922817156101407
3321,7_3,1_5,0.2219579485233561
3322,7_3,1_6,0.047730155857599176
3323,7_3,1_7,0.17847337224669987
3324,7_3,1_8,0.06946640222145395
3325,7_3,1_9,0.0801889857667252
3326,7_3,1_10,0.01966532851815583
3327,7_3,1_11,0.041454059992467464
3328,7_4,13_1,0.0608667483986427
3329,7_4,13_2,0.01958056776859124
3330,7_4,13_3,0.0009455968698564026
3331,7_4,13_4,0.024334711990685928
3332,7_4,14_1,0.08692575199759295
3333,7_4,14_2,0.1889876352135031
3334,7_4,14_3,0.039180740197555596
3335,7_4,14_4,0.08088014220812183
3336,7_4,14_5,0.028729053999916668
3337,7_4,14_6,0.09978175597057912
3338,7_4,14_7,0.023985047548363562
3339,7_4,11_1,0.054293950244369504
3340,7_4,11_2,0.06510703808101395
3341,7_4,11_3,0.009027792352024257
3342,7_4,11_4,0.006595020237903912
3343,7_4,11_5,0.028591493688301793
3344,7_4,11_6,0.04118087858319896
3345,7_4,8_1,0.007668826009232057
3346,7_4,8_2,0.039636750331041186
3347,7_4,8_3,0.019201289442132508
3348,7_4,8_4,0.026729365185579584
3349,7_4,8_5,0.02469007407393506
3350,7_4,8_6,0.03311928334463563
3351,7_4,7_1,0.003236769535875404
3352,7_4,7_2,0.0003412797428855336
3353,7_4,7_3,0.00016272701153259242
3354,7_4,7_4,1.0
3355,7_4,7_5,0.02276377139014994
3356,7_4,7_6,0.039636750331041186
3357,7_4,7_7,0.03326363675101481
3358,7_4,7_8,0.07257895508610726
3359,7_4,7_9,0.02655755198728045
3360,7_4,7_10,0.015219453637834376
3361,7_4,7_11,0.24519886482932018
3362,7_4,10_1,0.009600355963914023
3363,7_4,10_2,0.03245053786892095
3364,7_4,10_3,0.06769044335200393
3365,7_4,10_4,0.02718812094508122
3366,7_4,10_5,0.03239400403289791
3367,7_4,10_6,0.013766154056630385
3368,7_4,12_1,0.05163540449675786
3369,7_4,12_2,0.0035301720405108883
3370,7_4,12_3,0.04836831893243116
3371,7_4,12_4,0.06913367188140435
3372,7_4,6_1,0.02579612870452585
3373,7_4,6_2,0.042282107072844306
3374,7_4,6_3,0.02282954478782769
3375,7_4,6_4,0.07500908735307604
3376,7_4,6_5,0.03722106442590492
3377,7_4,6_6,0.025175354000913277
3378,7_4,6_7,0.040372289280804746
3379,7_4,6_8,0.0651158711514602
3380,7_4,9_1,0.013677528864477933
3381,7_4,9_2,0.005059780964211221
3382,7_4,9_3,0.015268185301654595
3383,7_4,9_4,0.03654846396641208
3384,7_4,9_5,0.003753394162340694
3385,7_4,9_6,0.018930468268227044
3386,7_4,9_7,0.025418468524638874
3387,7_4,9_8,0.005745826133017074
3388,7_4,9_9,0.021940410785314453
3389,7_4,9_10,0.007337394190383157
3390,7_4,9_11,0.027211712563716694
3391,7_4,9_12,0.011342797908030276
3392,7_4,9_13,0.013770047943856901
3393,7_4,2_1,0.0010569610258799396
3394,7_4,2_2,0.0037707619603559073
3395,7_4,2_3,0.005168163845056752
3396,7_4,2_4,0.004696022146481664
3397,7_4,2_5,0.011986041007132157
3398,7_4,2_6,5.953781936151763e-06
3399,7_4,5_1,0.07658614388605427
3400,7_4,5_2,0.008916321885527675
3401,7_4,5_3,0.008916321885527675
3402,7_4,5_4,0.05321847297474922
3403,7_4,5_5,0.002659714602081186
3404,7_4,5_6,0.03506187207730305
3405,7_4,5_7,0.216909980548579
3406,7_4,5_8,0.022554890890015368
3407,7_4,5_9,0.04415875579623841
3408,7_4,5_10,0.021406204330007214
3409,7_4,5_11,0.0166110143066018
3410,7_4,5_12,0.054480388242991624
3411,7_4,5_13,0.035555917804711935
3412,7_4,5_14,0.13937050954634136
3413,7_4,3_1,0.00046724842376899437
3414,7_4,3_2,0.0019285045214550308
3415,7_4,3_3,0.02709605565867097
3416,7_4,3_4,0.013677528864477933
3417,7_4,3_5,0.005607184185945722
3418,7_4,3_6,0.02980269878281759
3419,7_4,3_7,0.00021496091969152613
3420,7_4,3_8,0.034854113634704656
3421,7_4,3_9,0.02322728701866178
3422,7_4,3_10,0.003356349138513231
3423,7_4,3_11,0.048733137507275454
3424,7_4,3_12,0.0024534793631390815
3425,7_4,3_13,0.023985047548363562
3426,7_4,3_14,0.014728520765614239
3427,7_4,3_15,0.0197534238820696
3428,7_4,3_16,0.047810646122558705
3429,7_4,3_17,0.0013196296782515956
3430,7_4,3_18,0.09160269351094043
3431,7_4,3_19,0.045278288648601346
3432,7_4,3_20,0.061336981489185455
3433,7_4,3_21,0.015495810944640623
3434,7_4,3_22,0.06724250035768842
3435,7_4,4_1,0.01869431637142488
3436,7_4,4_2,0.006854306653518758
3437,7_4,4_3,0.0028388933932738314
3438,7_4,4_4,0.006713794335666002
3439,7_4,4_5,0.016808617831664156
3440,7_4,4_6,0.01305412575479659
3441,7_4,4_7,0.00031033661805072126
3442,7_4,4_8,0.0031074230212751698
3443,7_4,4_9,0.004905078413157591
3444,7_4,4_10,0.017777276001766422
3445,7_4,1_1,0.0048066516682187385
3446,7_4,1_2,0.008991830349278095
3447,7_4,1_3,0.005254468187299686
3448,7_4,1_4,0.14824266907974074
3449,7_4,1_5,0.004474749922997132
3450,7_4,1_6,0.04504135760684184
3451,7_4,1_7,0.032818862058180784
3452,7_4,1_8,0.0385987163268368
3453,7_4,1_9,0.044160143847638784
3454,7_4,1_10,0.014031556043017427
3455,7_4,1_11,0.014337015884298055
3456,7_5,13_1,0.10034884951271128
3457,7_5,13_2,0.01444501886286141
3458,7_5,13_3,0.03559021580340229
3459,7_5,13_4,0.024859003860155635
3460,7_5,14_1,0.005152849792047796
3461,7_5,14_2,0.03267604403103251
3462,7_5,14_3,0.0654116914781966
3463,7_5,14_4,0.03365016635612672
3464,7_5,14_5,0.0725549061118809
3465,7_5,14_6,0.13073867393354796
3466,7_5,14_7,0.03199766003012259
3467,7_5,11_1,0.045321022132564046
3468,7_5,11_2,0.01645586383451895
3469,7_5,11_3,0.007007852954132939
3470,7_5,11_4,0.016756407614460324
3471,7_5,11_5,0.08922224398646243
3472,7_5,11_6,0.08894708617884572
3473,7_5,8_1,0.005838387402520919
3474,7_5,8_2,0.04065958353876772
3475,7_5,8_3,0.060107099492977316
3476,7_5,8_4,0.03746351020085158
3477,7_5,8_5,0.05982558956867579
3478,7_5,8_6,0.08475213089911285
3479,7_5,7_1,0.04965265867617871
3480,7_5,7_2,0.11856047969377534
3481,7_5,7_3,0.023193816141735796
3482,7_5,7_4,0.02039576735824969
3483,7_5,7_5,1.0
3484,7_5,7_6,0.3007515735869435
3485,7_5,7_7,0.31021713742261964
3486,7_5,7_8,0.34996774963994143
3487,7_5,7_9,0.22514284373328988
3488,7_5,7_10,0.1916566924980238
3489,7_5,7_11,0.209817459176298
3490,7_5,10_1,0.1381264271568537
3491,7_5,10_2,0.055643739548823234
3492,7_5,10_3,0.09125208110385737
3493,7_5,10_4,0.10708710571964002
3494,7_5,10_5,0.0909610421423565
3495,7_5,10_6,0.1566752643263253
3496,7_5,12_1,0.011526520308111288
3497,7_5,12_2,0.0034188519258984674
3498,7_5,12_3,0.039625147302860556
3499,7_5,12_4,0.014345941633424042
3500,7_5,6_1,0.10366431072391386
3501,7_5,6_2,0.13712200585231887
3502,7_5,6_3,0.04140619520022179
3503,7_5,6_4,0.010463031346132334
3504,7_5,6_5,0.10012611413432819
3505,7_5,6_6,0.11348311559198718
3506,7_5,6_7,0.07725743458288002
3507,7_5,6_8,0.17058607309783838
3508,7_5,9_1,0.01060963094895434
3509,7_5,9_2,0.03807186932867792
3510,7_5,9_3,0.08382356017749601
3511,7_5,9_4,0.0805738969222033
3512,7_5,9_5,0.09806356665217872
3513,7_5,9_6,0.08571186683377731
3514,7_5,9_7,0.01898934426038359
3515,7_5,9_8,0.11532359998106956
3516,7_5,9_9,0.06956594397962304
3517,7_5,9_10,0.061310829253837774
3518,7_5,9_11,0.14032603394266535
3519,7_5,9_12,0.08487293086610447
3520,7_5,9_13,0.1330818260845329
3521,7_5,2_1,0.016906410631838144
3522,7_5,2_2,0.010939324719771729
