grp,variable,value
7_2,7_5,0.16205017456110896
7_2,7_6,0.09311254657129649
7_2,7_7,0.24578014057689912
7_2,7_8,0.1264442569377644
7_2,7_9,0.055901649703640366
7_2,7_10,0.10811088014736975
7_2,7_11,0.11419039003296524
7_2,10_1,0.09375524244381375
7_2,10_2,0.04151325446075011
7_2,10_3,0.03876576596283401
7_2,10_4,0.046386273412838464
7_2,10_5,0.015648959505470694
7_2,10_6,0.06978363458696271
7_2,12_1,0.01021110618712099
7_2,12_2,0.019238803194167424
7_2,12_3,0.019766064618133926
7_2,12_4,0.00039977457314000506
7_2,6_1,0.06945132263719678
7_2,6_2,0.08023989810168841
7_2,6_3,0.025137428148996003
7_2,6_4,8.472549954205625e-05
7_2,6_5,0.048868461866889985
7_2,6_6,0.0811340641557963
7_2,6_7,0.035072680851092275
7_2,6_8,0.08097158045166385
7_2,9_1,0.0015489345921313319
7_2,9_2,0.0495368535300195
7_2,9_3,0.02432506270090578
7_2,9_4,0.05581014857101577
7_2,9_5,0.08111758822374597
7_2,9_6,0.04338456763499957
7_2,9_7,0.01981712385182144
7_2,9_8,0.05106269492817843
7_2,9_9,0.07498716159483074
7_2,9_10,0.04293871787397216
7_2,9_11,0.0854380272830851
7_2,9_12,0.024248543514632858
7_2,9_13,0.09447519921205859
7_2,2_1,0.003277483368138506
7_2,2_2,0.02144672936606114
7_2,2_3,0.010330997297491323
7_2,2_4,0.008572584510027969
7_2,2_5,0.060671338978454774
7_2,2_6,0.04923041030296841
7_2,5_1,0.0317485162246369
7_2,5_2,3.063644804187905e-05
7_2,5_3,3.063644804187905e-05
7_2,5_4,0.007313523274453632
7_2,5_5,0.04552932250767851
7_2,5_6,0.02582661171480733
7_2,5_7,0.0006509211332290595
7_2,5_8,0.030220784298026188
7_2,5_9,0.020307489031151805
7_2,5_10,0.05018326849386559
7_2,5_11,0.0024159444235610753
7_2,5_12,0.01445898360401014
7_2,5_13,0.03673363144130304
7_2,5_14,0.020294381673538416
7_2,3_1,0.01200617483232345
7_2,3_2,0.0018868044297780202
7_2,3_3,0.02393171961893199
7_2,3_4,0.0015489345921313319
7_2,3_5,0.003005156722387441
7_2,3_6,0.045719415906930606
7_2,3_7,0.0066269840382210034
7_2,3_8,0.03995983550115029
7_2,3_9,0.025548018728949573
7_2,3_10,6.889741830567587e-05
7_2,3_11,0.008117509557005735
7_2,3_12,0.0011527003179331223
7_2,3_13,0.01861925516626176
7_2,3_14,0.04802351666007934
7_2,3_15,0.002296734024667837
7_2,3_16,0.055215082999981575
7_2,3_17,0.05299164289481343
7_2,3_18,0.001172128862648309
7_2,3_19,0.0028197229048499807
7_2,3_20,0.01136996724866082
7_2,3_21,0.08605552180840803
7_2,3_22,0.025145594082914054
7_2,4_1,0.008362863075353822
7_2,4_2,0.00717159776919375
7_2,4_3,0.009776929799444582
7_2,4_4,0.000736031265307624
7_2,4_5,0.0011253870683729525
7_2,4_6,0.013009205085153814
7_2,4_7,0.014942653149798143
7_2,4_8,0.0006736881856388506
7_2,4_9,0.014723999723398069
7_2,4_10,0.006405964300774611
7_2,1_1,0.0033418993349644565
7_2,1_2,0.004493157410576061
7_2,1_3,0.010238124014415477
7_2,1_4,0.0008218043565876015
7_2,1_5,0.0023216358103689337
7_2,1_6,0.0039060643491685234
7_2,1_7,0.010835713406340432
7_2,1_8,0.09956730626254537
7_2,1_9,0.0001415225808782245
7_2,1_10,0.042565286761738735
7_2,1_11,0.0022151534836270027
7_3,13_1,0.0001487083485048258
7_3,13_2,0.000570120047312541
7_3,13_3,0.0036917675038628606
7_3,13_4,0.002910026542430799
7_3,14_1,0.0006811251873251401
7_3,14_2,0.0015357017760454553
7_3,14_3,0.012527889300950763
7_3,14_4,0.0028417759902537552
7_3,14_5,0.007760764314306373
7_3,14_6,0.0008239129976973825
7_3,14_7,0.002809346768890889
7_3,11_1,0.014042365549165391
7_3,11_2,0.0026643820279996923
7_3,11_3,0.002050281278462288
7_3,11_4,0.009002941709349252
7_3,11_5,0.0006646721592395764
7_3,11_6,0.000157437741766688
7_3,8_1,0.0023940203679968766
7_3,8_2,0.00799486297195146
7_3,8_3,0.00753328416296579
7_3,8_4,0.05881449508803783
7_3,8_5,0.03216717978706951
7_3,8_6,0.018129312674243808
7_3,7_1,0.0042011433761440535
7_3,7_2,0.003544046054492258
7_3,7_3,1.0
7_3,7_4,0.00018088747554336287
7_3,7_5,0.02877565547493339
7_3,7_6,0.049307461212998845
7_3,7_7,0.012456255425341118
7_3,7_8,0.0492051295803427
7_3,7_9,0.26572034612129847
7_3,7_10,0.002343153121614428
7_3,7_11,0.002769633957307625
7_3,10_1,0.004727161964305998
7_3,10_2,0.0160490591570903
7_3,10_3,0.02178203063937897
7_3,10_4,0.007100378023665839
7_3,10_5,0.011242776455713486
7_3,10_6,0.0038157203223316716
7_3,12_1,0.018437197491861984
7_3,12_2,0.0007488818356515579
7_3,12_3,0.00487636743181228
7_3,12_4,0.131826444323012
7_3,6_1,5.722649621865356e-05
7_3,6_2,0.005405710129871115
7_3,6_3,0.005241663379044221
7_3,6_4,0.0009424540338751329
7_3,6_5,0.02098596143192037
7_3,6_6,0.01785230081171122
7_3,6_7,0.0009357515004462309
7_3,6_8,0.001610805318710504
7_3,9_1,0.00308325243482159
7_3,9_2,0.000836704139582215
7_3,9_3,0.010448896475190941
7_3,9_4,3.117903455152084e-05
7_3,9_5,0.00015217771146644986
7_3,9_6,0.0036917675038628606
7_3,9_7,0.003228023508925409
7_3,9_8,0.0008997049637520506
7_3,9_9,0.014064210284228131
7_3,9_10,0.005954394585843968
7_3,9_11,0.00982840411448195
7_3,9_12,0.0033872131192707123
7_3,9_13,0.003017056556809426
7_3,2_1,0.004081665282468292
7_3,2_2,0.0001679729183324485
7_3,2_3,0.0014223022386494664
7_3,2_4,0.0049518936277324396
7_3,2_5,0.013746343921980582
7_3,2_6,0.00015522701698618212
7_3,5_1,0.0023351066393087934
7_3,5_2,0.0012119368474454988
7_3,5_3,0.0012119368474454988
7_3,5_4,0.011916670871583318
7_3,5_5,0.0006646721592395764
7_3,5_6,0.007100378023665839
7_3,5_7,0.005605645878361256
7_3,5_8,9.413666994641304e-05
7_3,5_9,4.0406816774698676e-05
7_3,5_10,0.005684130350721205
7_3,5_11,0.0010803583315589487
7_3,5_12,0.0351883710167639
7_3,5_13,2.5932597126846167e-07
7_3,5_14,0.03253840696293651
7_3,3_1,0.00045382902954403415
7_3,3_2,0.001935831010248966
7_3,3_3,0.019774911913044157
7_3,3_4,0.02943633469515704
7_3,3_5,0.007410176921700182
7_3,3_6,4.1412472659751604e-07
7_3,3_7,0.0016167821664137899
7_3,3_8,0.022089172034082696
7_3,3_9,0.00017586787873302858
7_3,3_10,0.005081857692366617
7_3,3_11,0.37446687611109086
7_3,3_12,0.009546504357865067
7_3,3_13,0.002809346768890889
7_3,3_14,0.01345454826771404
7_3,3_15,0.020003172508418966
7_3,3_16,0.007224161616465798
7_3,3_17,0.024272631655814145
7_3,3_18,0.0023370105112234343
7_3,3_19,0.0004901133975064726
7_3,3_20,0.00740034815009623
7_3,3_21,0.003792516892419661
7_3,3_22,0.13592289207444788
7_3,4_1,0.006955816271771861
7_3,4_2,0.010101836970465312
7_3,4_3,0.0005299348213141909
7_3,4_4,0.0015411388532373057
7_3,4_5,0.00041695830162906123
7_3,4_6,0.015911511001748466
7_3,4_7,0.002306985599768152
7_3,4_8,0.007387975605372619
7_3,4_9,8.398699853530242e-05
7_3,4_10,0.00259376329450854
7_3,1_1,0.0007488818356515579
7_3,1_2,0.14637702617548234
7_3,1_3,0.2156491429607344
7_3,1_4,0.06922817156101407
7_3,1_5,0.2219579485233561
7_3,1_6,0.047730155857599176
7_3,1_7,0.17847337224669987
7_3,1_8,0.06946640222145395
7_3,1_9,0.0801889857667252
7_3,1_10,0.01966532851815583
7_3,1_11,0.041454059992467464
7_4,13_1,0.0608667483986427
7_4,13_2,0.01958056776859124
7_4,13_3,0.0009455968698564026
7_4,13_4,0.024334711990685928
7_4,14_1,0.08692575199759295
7_4,14_2,0.1889876352135031
7_4,14_3,0.039180740197555596
7_4,14_4,0.08088014220812183
7_4,14_5,0.028729053999916668
7_4,14_6,0.09978175597057912
7_4,14_7,0.023985047548363562
7_4,11_1,0.054293950244369504
7_4,11_2,0.06510703808101395
7_4,11_3,0.009027792352024257
7_4,11_4,0.006595020237903912
7_4,11_5,0.028591493688301793
7_4,11_6,0.04118087858319896
7_4,8_1,0.007668826009232057
7_4,8_2,0.039636750331041186
7_4,8_3,0.019201289442132508
7_4,8_4,0.026729365185579584
7_4,8_5,0.02469007407393506
7_4,8_6,0.03311928334463563
7_4,7_1,0.003236769535875404
7_4,7_2,0.0003412797428855336
7_4,7_3,0.00016272701153259242
7_4,7_4,1.0
7_4,7_5,0.02276377139014994
7_4,7_6,0.039636750331041186
7_4,7_7,0.03326363675101481
7_4,7_8,0.07257895508610726
7_4,7_9,0.02655755198728045
7_4,7_10,0.015219453637834376
7_4,7_11,0.24519886482932018
7_4,10_1,0.009600355963914023
7_4,10_2,0.03245053786892095
7_4,10_3,0.06769044335200393
7_4,10_4,0.02718812094508122
7_4,10_5,0.03239400403289791
7_4,10_6,0.013766154056630385
7_4,12_1,0.05163540449675786
7_4,12_2,0.0035301720405108883
7_4,12_3,0.04836831893243116
7_4,12_4,0.06913367188140435
7_4,6_1,0.02579612870452585
7_4,6_2,0.042282107072844306
7_4,6_3,0.02282954478782769
7_4,6_4,0.07500908735307604
7_4,6_5,0.03722106442590492
7_4,6_6,0.025175354000913277
7_4,6_7,0.040372289280804746
7_4,6_8,0.0651158711514602
7_4,9_1,0.013677528864477933
7_4,9_2,0.005059780964211221
7_4,9_3,0.015268185301654595
7_4,9_4,0.03654846396641208
7_4,9_5,0.003753394162340694
7_4,9_6,0.018930468268227044
7_4,9_7,0.025418468524638874
7_4,9_8,0.005745826133017074
7_4,9_9,0.021940410785314453
7_4,9_10,0.007337394190383157
7_4,9_11,0.027211712563716694
7_4,9_12,0.011342797908030276
7_4,9_13,0.013770047943856901
7_4,2_1,0.0010569610258799396
7_4,2_2,0.0037707619603559073
7_4,2_3,0.005168163845056752
7_4,2_4,0.004696022146481664
7_4,2_5,0.011986041007132157
7_4,2_6,5.953781936151763e-06
7_4,5_1,0.07658614388605427
7_4,5_2,0.008916321885527675
7_4,5_3,0.008916321885527675
7_4,5_4,0.05321847297474922
7_4,5_5,0.002659714602081186
7_4,5_6,0.03506187207730305
7_4,5_7,0.216909980548579
7_4,5_8,0.022554890890015368
7_4,5_9,0.04415875579623841
7_4,5_10,0.021406204330007214
7_4,5_11,0.0166110143066018
7_4,5_12,0.054480388242991624
7_4,5_13,0.035555917804711935
7_4,5_14,0.13937050954634136
7_4,3_1,0.00046724842376899437
7_4,3_2,0.0019285045214550308
7_4,3_3,0.02709605565867097
7_4,3_4,0.013677528864477933
7_4,3_5,0.005607184185945722
7_4,3_6,0.02980269878281759
7_4,3_7,0.00021496091969152613
7_4,3_8,0.034854113634704656
7_4,3_9,0.02322728701866178
7_4,3_10,0.003356349138513231
7_4,3_11,0.048733137507275454
7_4,3_12,0.0024534793631390815
7_4,3_13,0.023985047548363562
7_4,3_14,0.014728520765614239
7_4,3_15,0.0197534238820696
7_4,3_16,0.047810646122558705
7_4,3_17,0.0013196296782515956
7_4,3_18,0.09160269351094043
7_4,3_19,0.045278288648601346
7_4,3_20,0.061336981489185455
7_4,3_21,0.015495810944640623
7_4,3_22,0.06724250035768842
7_4,4_1,0.01869431637142488
7_4,4_2,0.006854306653518758
7_4,4_3,0.0028388933932738314
7_4,4_4,0.006713794335666002
7_4,4_5,0.016808617831664156
7_4,4_6,0.01305412575479659
7_4,4_7,0.00031033661805072126
7_4,4_8,0.0031074230212751698
7_4,4_9,0.004905078413157591
7_4,4_10,0.017777276001766422
7_4,1_1,0.0048066516682187385
7_4,1_2,0.008991830349278095
7_4,1_3,0.005254468187299686
7_4,1_4,0.14824266907974074
7_4,1_5,0.004474749922997132
7_4,1_6,0.04504135760684184
7_4,1_7,0.032818862058180784
7_4,1_8,0.0385987163268368
7_4,1_9,0.044160143847638784
7_4,1_10,0.014031556043017427
7_4,1_11,0.014337015884298055
7_5,13_1,0.10034884951271128
7_5,13_2,0.01444501886286141
7_5,13_3,0.03559021580340229
7_5,13_4,0.024859003860155635
7_5,14_1,0.005152849792047796
7_5,14_2,0.03267604403103251
7_5,14_3,0.0654116914781966
7_5,14_4,0.03365016635612672
7_5,14_5,0.0725549061118809
7_5,14_6,0.13073867393354796
7_5,14_7,0.03199766003012259
7_5,11_1,0.045321022132564046
7_5,11_2,0.01645586383451895
7_5,11_3,0.007007852954132939
7_5,11_4,0.016756407614460324
7_5,11_5,0.08922224398646243
7_5,11_6,0.08894708617884572
7_5,8_1,0.005838387402520919
7_5,8_2,0.04065958353876772
7_5,8_3,0.060107099492977316
7_5,8_4,0.03746351020085158
7_5,8_5,0.05982558956867579
7_5,8_6,0.08475213089911285
7_5,7_1,0.04965265867617871
7_5,7_2,0.11856047969377534
7_5,7_3,0.023193816141735796
7_5,7_4,0.02039576735824969
7_5,7_5,1.0
7_5,7_6,0.3007515735869435
7_5,7_7,0.31021713742261964
7_5,7_8,0.34996774963994143
7_5,7_9,0.22514284373328988
7_5,7_10,0.1916566924980238
7_5,7_11,0.209817459176298
7_5,10_1,0.1381264271568537
7_5,10_2,0.055643739548823234
7_5,10_3,0.09125208110385737
7_5,10_4,0.10708710571964002
7_5,10_5,0.0909610421423565
7_5,10_6,0.1566752643263253
7_5,12_1,0.011526520308111288
7_5,12_2,0.0034188519258984674
7_5,12_3,0.039625147302860556
7_5,12_4,0.014345941633424042
7_5,6_1,0.10366431072391386
7_5,6_2,0.13712200585231887
7_5,6_3,0.04140619520022179
7_5,6_4,0.010463031346132334
7_5,6_5,0.10012611413432819
7_5,6_6,0.11348311559198718
7_5,6_7,0.07725743458288002
7_5,6_8,0.17058607309783838
7_5,9_1,0.01060963094895434
7_5,9_2,0.03807186932867792
7_5,9_3,0.08382356017749601
7_5,9_4,0.0805738969222033
7_5,9_5,0.09806356665217872
7_5,9_6,0.08571186683377731
7_5,9_7,0.01898934426038359
7_5,9_8,0.11532359998106956
7_5,9_9,0.06956594397962304
7_5,9_10,0.061310829253837774
7_5,9_11,0.14032603394266535
7_5,9_12,0.08487293086610447
7_5,9_13,0.1330818260845329
7_5,2_1,0.016906410631838144
7_5,2_2,0.010939324719771729
7_5,2_3,6.552985833317187e-05
7_5,2_4,0.00984672874880108
7_5,2_5,0.03716579313588822
7_5,2_6,0.0041042166512551955
7_5,5_1,0.061865621727284444
7_5,5_2,0.006219143470784864
7_5,5_3,0.02528199500078482
7_5,5_4,0.0022145405386145094
7_5,5_5,0.0375741852593729
7_5,5_6,0.1972824919289452
7_5,5_7,0.04329901198342636
7_5,5_8,0.04144702408665869
7_5,5_9,0.06415107254146706
7_5,5_10,0.13057085726033266
7_5,5_11,0.004057921488950376
7_5,5_12,0.09678111418824416
7_5,5_13,0.08893881814228653
7_5,5_14,0.10933612991464105
7_5,3_1,0.0004822568445550846
7_5,3_2,0.0013231254958720028
7_5,3_3,0.03267604403103251
7_5,3_4,0.019023393521940084
7_5,3_5,0.01060963094895434
7_5,3_6,0.03182879834246756
7_5,3_7,0.0003709027939185365
7_5,3_8,0.055281004504889195
7_5,3_9,0.05169622231537339
7_5,3_10,0.01071086816160075
7_5,3_11,0.009525224806960815
7_5,3_12,0.13843065723270032
7_5,3_13,0.04020644645706239
7_5,3_14,0.10997513829064061
7_5,3_15,0.03734495914404023
7_5,3_16,0.07579784523855362
7_5,3_17,0.11307218233068272
7_5,3_18,0.001390396557698028
7_5,3_19,0.01145368766804201
7_5,3_20,0.06861271914718879
7_5,3_21,0.1392917926886958
7_5,3_22,0.019913269846487402
7_5,4_1,0.015493028185217337
7_5,4_2,0.018616375039392247
7_5,4_3,0.0010736231054028751
7_5,4_4,0.00024723002915511867
7_5,4_5,0.004014456393984043
7_5,4_6,0.007715823679448717
7_5,4_7,0.009341012462057985
7_5,4_8,0.007803635314845778
7_5,4_9,0.0012031658391608703
7_5,4_10,3.943445234617875e-05
7_5,1_1,0.0034188519258984674
7_5,1_2,0.005474231940323559
7_5,1_3,0.015808073931877588
7_5,1_4,0.0193295673650756
7_5,1_5,0.022141263197340045
7_5,1_6,0.04033224617407335
7_5,1_7,0.015039870076803923
7_5,1_8,0.06460307729105187
7_5,1_9,0.010513813446297914
7_5,1_10,0.001202011307300137
7_5,1_11,0.0022808225144713263
7_6,13_1,0.06126509565830563
7_6,13_2,2.7470839896196574e-05
7_6,13_3,0.00601290065521972
7_6,13_4,0.008850369330396688
7_6,14_1,0.004230302767254667
7_6,14_2,0.017957273434189944
7_6,14_3,0.06589031373345922
7_6,14_4,0.0446531605026709
7_6,14_5,0.04101162125091434
7_6,14_6,0.09731391399776539
7_6,14_7,0.031833585802551724
7_6,11_1,0.038578233362146434
7_6,11_2,0.022998326410872162
7_6,11_3,0.0007829329366633656
7_6,11_4,0.0005481787643513266
7_6,11_5,0.02992095758911843
7_6,11_6,0.053723674884334154
7_6,8_1,0.00261824813901931
7_6,8_2,0.03305592889267606
7_6,8_3,0.011177818534563216
7_6,8_4,0.016101297619690917
7_6,8_5,0.05684046731874445
7_6,8_6,0.04400457253715259
7_6,7_1,0.017941672840135887
7_6,7_2,0.06191570973105259
7_6,7_3,0.03612117201011903
7_6,7_4,0.032277216975118976
7_6,7_5,0.27334435835744414
7_6,7_6,1.0
7_6,7_7,0.1423718960497869
7_6,7_8,0.21411770085204493
7_6,7_9,0.14815537906377887
7_6,7_10,0.08004364529088837
7_6,7_11,0.2103592267371884
7_6,10_1,0.05468607956012969
7_6,10_2,0.03683650147030924
7_6,10_3,0.06474895990958765
7_6,10_4,0.044584839253371776
7_6,10_5,0.06423527111658016
7_6,10_6,0.07839332105512861
7_6,12_1,0.009186554290228804
7_6,12_2,4.548545635380026e-05
7_6,12_3,0.008323665466866147
7_6,12_4,0.0019223133143526476
7_6,6_1,0.05510735001849183
7_6,6_2,0.06994350206237382
7_6,6_3,0.00812118917198171
7_6,6_4,0.018429476600314756
7_6,6_5,0.047162947093982825
7_6,6_6,0.07322903946221453
7_6,6_7,0.03922152697432874
7_6,6_8,0.10600989612145913
7_6,9_1,0.00838257879551647
7_6,9_2,0.03160827149346456
7_6,9_3,0.022174329584130147
7_6,9_4,0.030225515648951002
7_6,9_5,0.034351171661475964
7_6,9_6,0.05180380165926686
7_6,9_7,0.009467167380740299
7_6,9_8,0.03488006487422295
7_6,9_9,0.05541385611163245
7_6,9_10,0.048158149478446675
7_6,9_11,0.11160677775190456
7_6,9_12,0.06559621824259768
7_6,9_13,0.07004613682217871
7_6,2_1,0.0069932596575842795
7_6,2_2,0.000835485439736892
7_6,2_3,0.004530414734570068
7_6,2_4,0.005727972360517014
7_6,2_5,0.02532591580320428
7_6,2_6,0.017732405267205202
7_6,5_1,0.051024423539219675
7_6,5_2,0.0013978515221818894
7_6,5_3,0.0013978515221818894
7_6,5_4,0.00834193102978853
7_6,5_5,0.02992095758911843
7_6,5_6,0.11626892266604068
7_6,5_7,0.054388806998522235
7_6,5_8,0.03171868232956966
7_6,5_9,0.036405624064191365
7_6,5_10,0.05376515292757018
7_6,5_11,0.006706388365957133
7_6,5_12,0.059697849643512976
7_6,5_13,0.04088611608110622
7_6,5_14,0.07405087876641304
7_6,3_1,0.0004963237943672693
7_6,3_2,0.022998326410872162
7_6,3_3,0.017957273434189944
7_6,3_4,0.00838257879551647
7_6,3_5,0.00013000088202398265
7_6,3_6,0.03366439908951544
7_6,3_7,0.0007555099404546002
7_6,3_8,0.036590116771581575
7_6,3_9,0.03381967637853347
7_6,3_10,0.007905784296255672
7_6,3_11,0.006903383704233533
7_6,3_12,0.029033918947912914
7_6,3_13,0.01886312521407179
7_6,3_14,0.09868808310974296
7_6,3_15,0.02817851857346891
7_6,3_16,0.05189959150215347
7_6,3_17,0.10836702389927275
7_6,3_18,0.0004964299878388778
7_6,3_19,0.0008934057997455686
7_6,3_20,0.04580215637174105
7_6,3_21,0.08233729771163505
7_6,3_22,0.02756332698258557
7_6,4_1,0.0008693008834380115
7_6,4_2,0.0008587662957428005
7_6,4_3,0.000253442639969108
7_6,4_4,0.000869802501933008
7_6,4_5,0.001786769331487822
7_6,4_6,0.0026599059871792578
7_6,4_7,0.00018494281771359744
7_6,4_8,0.002840567101722569
7_6,4_9,0.002814705068478513
7_6,4_10,0.0005621544026576767
7_6,1_1,4.548545635380026e-05
7_6,1_2,7.929111152149261e-05
7_6,1_3,0.0025191061250726173
7_6,1_4,8.072670919140409e-05
7_6,1_5,0.003311629348648279
7_6,1_6,0.018751180704693015
7_6,1_7,0.001103328353565398
7_6,1_8,0.04335790594724051
7_6,1_9,0.0003750368009032203
7_6,1_10,2.9256670022323257e-05
7_6,1_11,0.00030420477518105946
7_7,13_1,0.0843168942401526
7_7,13_2,0.010280860811483246
7_7,13_3,0.006144328033442454
7_7,13_4,0.027385723041077923
7_7,14_1,0.0007808328175201081
7_7,14_2,0.02842367537419514
7_7,14_3,0.09042292167855916
7_7,14_4,0.07533388694867343
7_7,14_5,0.05231743794276789
7_7,14_6,0.13039526232303825
7_7,14_7,0.026987638903254257
7_7,11_1,0.040676903587119846
7_7,11_2,0.025873516559743282
7_7,11_3,0.009282942049981785
7_7,11_4,0.013547421747994826
7_7,11_5,0.061272500181272165
7_7,11_6,0.059977279813021256
7_7,8_1,0.007819878739949718
7_7,8_2,0.030095692196574247
7_7,8_3,0.0688989491567208
7_7,8_4,0.06601865378013944
7_7,8_5,0.033836015141409194
7_7,8_6,0.08622617522587689
7_7,7_1,0.04498841638881686
7_7,7_2,0.1409607768373902
7_7,7_3,0.00787037710492894
7_7,7_4,0.023362892739635096
7_7,7_5,0.24317943080596846
7_7,7_6,0.12279568722437875
7_7,7_7,1.0
7_7,7_8,0.25225887330323726
7_7,7_9,0.09168291767739559
7_7,7_10,0.09018501315286383
7_7,7_11,0.1341495385306211
7_7,10_1,0.10187315102461689
7_7,10_2,0.062284824997935265
7_7,10_3,0.10628587838359478
7_7,10_4,0.10824525637245498
7_7,10_5,0.12001760928521975
7_7,10_6,0.13081609729694435
7_7,12_1,0.018748578630229384
7_7,12_2,0.0013369834316363527
7_7,12_3,0.06767199734799415
7_7,12_4,0.025964829443444266
7_7,6_1,0.12352867097762911
7_7,6_2,0.10520975142922911
7_7,6_3,0.07554066458596014
7_7,6_4,0.03479212549605266
7_7,6_5,0.1315061703312226
7_7,6_6,0.12999791252390425
7_7,6_7,0.1028926948338028
7_7,6_8,0.12645954591583047
7_7,9_1,0.010950934008248502
7_7,9_2,0.04000844305248708
7_7,9_3,0.0360123389320126
7_7,9_4,0.03411896762433135
7_7,9_5,0.05999693211294441
7_7,9_6,0.05079150418245379
7_7,9_7,0.017718052217042025
7_7,9_8,0.045897071750768854
7_7,9_9,0.06449767816765785
7_7,9_10,0.06314330115252825
7_7,9_11,0.09925872272605128
7_7,9_12,0.08699455688120987
7_7,9_13,0.06089728809194831
7_7,2_1,0.003983833509915685
7_7,2_2,0.0007088248191824863
7_7,2_3,0.00044681870444837927
7_7,2_4,0.012310902952543792
7_7,2_5,0.025770456729194972
7_7,2_6,0.002521686079563181
7_7,5_1,0.07093649685199802
7_7,5_2,0.008799972269085875
7_7,5_3,0.018344837947248123
7_7,5_4,0.0004252167537340123
7_7,5_5,0.03224362962694265
7_7,5_6,0.09123756144188466
7_7,5_7,0.031117378456251905
7_7,5_8,0.04045011291033102
7_7,5_9,0.056961206941067356
7_7,5_10,0.10903600863062872
7_7,5_11,0.019666163780017235
7_7,5_12,0.09416256993922645
7_7,5_13,0.070468670458766
7_7,5_14,0.10095509742728719
7_7,3_1,0.0005202611889286868
7_7,3_2,0.0040360298973172405
7_7,3_3,0.04744598367151604
7_7,3_4,6.775501614272293e-06
7_7,3_5,0.010950934008248685
7_7,3_6,0.01790094631199637
7_7,3_7,0.0028612970534610165
7_7,3_8,0.06332735642927775
7_7,3_9,0.05920601169874945
7_7,3_10,0.00811067479521605
7_7,3_11,0.0038529411909033716
7_7,3_12,0.003453255229133241
7_7,3_13,0.0607848111974948
7_7,3_14,0.07780913027347076
7_7,3_15,0.030986153443702293
7_7,3_16,0.057373250193999636
7_7,3_17,0.09755360382749881
7_7,3_18,0.016882096097301583
7_7,3_19,0.005050014040939028
7_7,3_20,0.04942187424371375
7_7,3_21,0.1229424605753988
7_7,3_22,0.02414788745965807
7_7,4_1,0.009977329138052144
7_7,4_2,0.008129259674566664
7_7,4_3,0.005061685989432243
7_7,4_4,0.0009776885156175758
7_7,4_5,0.0031110283151803576
7_7,4_6,0.004296665129397998
7_7,4_7,0.005611226848170251
7_7,4_8,0.0007181593946810232
7_7,4_9,0.00014534027699089839
7_7,4_10,0.00021578707979036637
7_7,1_1,4.042007923097442e-06
7_7,1_2,0.002502754843756677
7_7,1_3,0.004620357247672653
7_7,1_4,0.030260630527486863
7_7,1_5,0.004685541497693957
7_7,1_6,0.04320201034449113
7_7,1_7,0.015200033933774554
7_7,1_8,0.07185012061341446
7_7,1_9,0.00921340992270358
7_7,1_10,0.007079182236363136
7_7,1_11,0.00014084017113744115
7_8,13_1,0.10047427124933755
7_8,13_2,0.019748628949767574
7_8,13_3,0.007105348915295504
7_8,13_4,0.056586248376287465
7_8,14_1,0.009476357402707407
7_8,14_2,0.0494342456931466
7_8,14_3,0.09692706676473338
7_8,14_4,0.07160756358314006
7_8,14_5,0.09275610342263976
7_8,14_6,0.1587930947937919
7_8,14_7,0.04292257064300896
7_8,11_1,0.045253126855176205
7_8,11_2,0.007979639244231696
7_8,11_3,0.007480726720795835
7_8,11_4,0.010511112692320848
7_8,11_5,0.05006218621553921
7_8,11_6,0.08406885574138233
7_8,8_1,0.0021391377160560727
7_8,8_2,0.06727100760664126
7_8,8_3,0.04238532642576452
7_8,8_4,0.02186981502289852
7_8,8_5,0.05046739034003329
7_8,8_6,0.0953646846177823
7_8,7_1,0.05020058514908557
7_8,7_2,0.06620679759408386
7_8,7_3,0.028383790547897136
7_8,7_4,0.046539270773640194
7_8,7_5,0.25046154394006914
7_8,7_6,0.16860226064459188
7_8,7_7,0.2303023813003291
7_8,7_8,1.0
7_8,7_9,0.18965899721333515
7_8,7_10,0.0975642437766387
7_8,7_11,0.15244383817650672
7_8,10_1,0.11894480489125026
7_8,10_2,0.09952301190979122
7_8,10_3,0.2478060752004657
7_8,10_4,0.1931252640276079
7_8,10_5,0.12113878870959324
7_8,10_6,0.13745707237108837
7_8,12_1,0.022026453663174787
7_8,12_2,5.0747080067481834e-05
7_8,12_3,0.14786973375009965
7_8,12_4,0.06441599159712123
7_8,6_1,0.1135258582171526
7_8,6_2,0.12499432819141663
7_8,6_3,0.06244159744545503
7_8,6_4,0.12102006180700434
7_8,6_5,0.17976635982719116
7_8,6_6,0.15690625197602162
7_8,6_7,0.11894538455196726
7_8,6_8,0.2013563142258414
7_8,9_1,0.03545641311806843
7_8,9_2,0.03344809328722327
7_8,9_3,0.04379781073560895
7_8,9_4,0.05466786251876079
7_8,9_5,0.056521642360553785
7_8,9_6,0.0688111690233294
7_8,9_7,0.02242772438848005
7_8,9_8,0.0734124141181357
7_8,9_9,0.07794581236482452
7_8,9_10,0.07520215577203097
7_8,9_11,0.1457258949850787
7_8,9_12,0.06771348901517846
7_8,9_13,0.10376417663992638
7_8,2_1,0.0006553036672590567
7_8,2_2,1.474766763030162e-05
7_8,2_3,0.00011046423359944143
7_8,2_4,0.028703698908059398
7_8,2_5,0.008122146728232358
7_8,2_6,0.0015033363844892493
7_8,5_1,0.10369224344805882
7_8,5_2,0.010029264801293302
